country,iso3,who_region,who_region_long,reference_date,date_type,cases
Argentina,ARG,AMRO,Region of the Americas,2022-10-25,Onset,7
Argentina,ARG,AMRO,Region of the Americas,2022-10-26,Diagnosis,2
Argentina,ARG,AMRO,Region of the Americas,2022-10-26,Onset,10
Argentina,ARG,AMRO,Region of the Americas,2022-10-27,Reported,1
Argentina,ARG,AMRO,Region of the Americas,2022-10-27,Onset,8
Argentina,ARG,AMRO,Region of the Americas,2022-10-28,Diagnosis,1
Argentina,ARG,AMRO,Region of the Americas,2022-10-28,Onset,5
Argentina,ARG,AMRO,Region of the Americas,2022-10-29,Onset,2
Argentina,ARG,AMRO,Region of the Americas,2022-10-30,Onset,12
Argentina,ARG,AMRO,Region of the Americas,2022-10-31,Diagnosis,1
Argentina,ARG,AMRO,Region of the Americas,2022-10-31,Onset,4
Argentina,ARG,AMRO,Region of the Americas,2022-11-01,Onset,7
Argentina,ARG,AMRO,Region of the Americas,2022-11-02,Onset,11
Argentina,ARG,AMRO,Region of the Americas,2022-11-03,Onset,3
Argentina,ARG,AMRO,Region of the Americas,2022-11-04,Diagnosis,3
Argentina,ARG,AMRO,Region of the Americas,2022-11-04,Onset,12
Argentina,ARG,AMRO,Region of the Americas,2022-11-05,Onset,8
Argentina,ARG,AMRO,Region of the Americas,2022-11-06,Onset,7
Argentina,ARG,AMRO,Region of the Americas,2022-11-07,Diagnosis,1
Argentina,ARG,AMRO,Region of the Americas,2022-11-07,Onset,8
Argentina,ARG,AMRO,Region of the Americas,2022-11-08,Onset,4
Argentina,ARG,AMRO,Region of the Americas,2022-11-09,Onset,5
Argentina,ARG,AMRO,Region of the Americas,2022-11-10,Diagnosis,1
Argentina,ARG,AMRO,Region of the Americas,2022-11-10,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2022-11-11,Diagnosis,1
Argentina,ARG,AMRO,Region of the Americas,2022-11-11,Onset,7
Argentina,ARG,AMRO,Region of the Americas,2022-11-12,Onset,6
Argentina,ARG,AMRO,Region of the Americas,2022-11-13,Onset,5
Argentina,ARG,AMRO,Region of the Americas,2022-11-14,Diagnosis,3
Argentina,ARG,AMRO,Region of the Americas,2022-11-14,Onset,2
Argentina,ARG,AMRO,Region of the Americas,2022-11-15,Onset,5
Argentina,ARG,AMRO,Region of the Americas,2022-11-16,Onset,8
Argentina,ARG,AMRO,Region of the Americas,2022-11-17,Onset,2
Argentina,ARG,AMRO,Region of the Americas,2022-11-18,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2022-11-19,Onset,3
Argentina,ARG,AMRO,Region of the Americas,2022-11-20,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2022-11-21,Onset,4
Argentina,ARG,AMRO,Region of the Americas,2022-11-22,Diagnosis,1
Argentina,ARG,AMRO,Region of the Americas,2022-11-22,Onset,4
Argentina,ARG,AMRO,Region of the Americas,2022-11-23,Onset,3
Argentina,ARG,AMRO,Region of the Americas,2022-11-24,Onset,3
Argentina,ARG,AMRO,Region of the Americas,2022-11-25,Onset,6
Argentina,ARG,AMRO,Region of the Americas,2022-11-26,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2022-11-27,Onset,6
Argentina,ARG,AMRO,Region of the Americas,2022-11-29,Onset,4
Argentina,ARG,AMRO,Region of the Americas,2022-12-01,Diagnosis,3
Argentina,ARG,AMRO,Region of the Americas,2022-12-01,Onset,2
Argentina,ARG,AMRO,Region of the Americas,2022-12-02,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2022-12-03,Onset,3
Argentina,ARG,AMRO,Region of the Americas,2022-12-04,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2022-12-05,Diagnosis,2
Argentina,ARG,AMRO,Region of the Americas,2022-12-06,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2022-12-07,Diagnosis,3
Argentina,ARG,AMRO,Region of the Americas,2022-12-07,Reported,1
Argentina,ARG,AMRO,Region of the Americas,2022-12-07,Onset,2
Argentina,ARG,AMRO,Region of the Americas,2022-12-08,Onset,3
Argentina,ARG,AMRO,Region of the Americas,2022-12-10,Onset,2
Argentina,ARG,AMRO,Region of the Americas,2022-12-11,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2022-12-12,Diagnosis,3
Argentina,ARG,AMRO,Region of the Americas,2022-12-12,Onset,4
Argentina,ARG,AMRO,Region of the Americas,2022-12-14,Onset,2
Argentina,ARG,AMRO,Region of the Americas,2022-12-15,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2022-12-16,Diagnosis,1
Argentina,ARG,AMRO,Region of the Americas,2022-12-17,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2022-12-19,Diagnosis,1
Argentina,ARG,AMRO,Region of the Americas,2022-12-19,Onset,2
Argentina,ARG,AMRO,Region of the Americas,2022-12-20,Onset,2
Argentina,ARG,AMRO,Region of the Americas,2022-12-22,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2022-12-23,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2022-12-24,Onset,2
Argentina,ARG,AMRO,Region of the Americas,2022-12-25,Onset,3
Argentina,ARG,AMRO,Region of the Americas,2022-12-26,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2022-12-27,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2022-12-29,Diagnosis,1
Argentina,ARG,AMRO,Region of the Americas,2022-12-29,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2022-12-31,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-01-01,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-01-02,Onset,3
Argentina,ARG,AMRO,Region of the Americas,2023-01-03,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-01-04,Diagnosis,1
Argentina,ARG,AMRO,Region of the Americas,2023-01-05,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-01-06,Diagnosis,1
Argentina,ARG,AMRO,Region of the Americas,2023-01-06,Onset,5
Argentina,ARG,AMRO,Region of the Americas,2023-01-07,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-01-08,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-01-09,Onset,2
Argentina,ARG,AMRO,Region of the Americas,2023-01-10,Onset,2
Argentina,ARG,AMRO,Region of the Americas,2023-01-11,Onset,4
Argentina,ARG,AMRO,Region of the Americas,2023-01-12,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-01-13,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-01-14,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-01-15,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-01-16,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-01-17,Onset,3
Argentina,ARG,AMRO,Region of the Americas,2023-01-18,Onset,2
Argentina,ARG,AMRO,Region of the Americas,2023-01-19,Onset,4
Argentina,ARG,AMRO,Region of the Americas,2023-01-20,Reported,1
Argentina,ARG,AMRO,Region of the Americas,2023-01-20,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-01-21,Onset,2
Argentina,ARG,AMRO,Region of the Americas,2023-01-22,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-01-23,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-01-24,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-01-25,Onset,3
Argentina,ARG,AMRO,Region of the Americas,2023-01-26,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-01-27,Diagnosis,2
Argentina,ARG,AMRO,Region of the Americas,2023-01-27,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-01-29,Onset,2
Argentina,ARG,AMRO,Region of the Americas,2023-01-30,Onset,2
Argentina,ARG,AMRO,Region of the Americas,2023-01-31,Onset,2
Argentina,ARG,AMRO,Region of the Americas,2023-02-01,Diagnosis,1
Argentina,ARG,AMRO,Region of the Americas,2023-02-02,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-02-04,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-02-06,Reported,1
Argentina,ARG,AMRO,Region of the Americas,2023-02-06,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-02-07,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-02-09,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-02-13,Onset,2
Argentina,ARG,AMRO,Region of the Americas,2023-02-14,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-02-15,Onset,1
Argentina,ARG,AMRO,Region of the Americas,2023-02-25,Diagnosis,1
Argentina,ARG,AMRO,Region of the Americas,2023-02-27,Diagnosis,2
