country,iso3,who_region,who_region_long,reference_date,date_type,cases
South Africa,ZAF,AFRO,African Region,2022-06-05,Onset,1
South Africa,ZAF,AFRO,African Region,2022-06-16,Onset,1
South Africa,ZAF,AFRO,African Region,2022-07-02,Onset,1
South Africa,ZAF,AFRO,African Region,2022-08-12,Onset,1
South Africa,ZAF,AFRO,African Region,2022-08-17,Reported,1
