country,iso3,who_region,who_region_long,reference_date,date_type,cases
Colombia,COL,AMRO,Region of the Americas,2023-01-10,Onset,1
Colombia,COL,AMRO,Region of the Americas,2023-01-13,Onset,1
Colombia,COL,AMRO,Region of the Americas,2023-01-15,Onset,2
Colombia,COL,AMRO,Region of the Americas,2023-01-19,Onset,1
Colombia,COL,AMRO,Region of the Americas,2023-01-22,Onset,1
Colombia,COL,AMRO,Region of the Americas,2023-01-23,Onset,2
Colombia,COL,AMRO,Region of the Americas,2023-01-27,Onset,1
Colombia,COL,AMRO,Region of the Americas,2023-01-28,Onset,1
Colombia,COL,AMRO,Region of the Americas,2023-01-29,Onset,1
Colombia,COL,AMRO,Region of the Americas,2023-02-03,Onset,1
Colombia,COL,AMRO,Region of the Americas,2023-02-07,Onset,1
